-4.55876457713521e-06	3.94512965739255e-07	-8.71850193261065e-06	-5.46680864508435e-06	-3.69675228392390e-05	-1.05765423268135e-05	1.39774052483260e-05	-3.76073994176668e-06	-1.83363695564966e-05	1.27667519524051e-06	2.08402599417841e-05	-9.65433746361440e-05	-1.78169997983071e-11	2.67838814871538e-10	-1.75246379288147e-10	6.87616957755971e-11	-1.30823776378477e-10	1.79476820530340e-10	5.76403841170288e-10	8.82361994471369e-11	-2.23972900340612e-10	-9.48399217283313e-11	3.08193866025480e-11	9.47211686034320e-09	-5.08702735822854e-07	-3.87946043017246e-13
-2.53932129851726e-08	3.06437520537056e-05	-4.90990101262352e-05	-1.20261733150250e-06	4.49383088960722e-05	-4.21353836512406e-05	9.78427013600374e-06	1.78603025916043e-05	-7.94975965822453e-06	-2.77666401836492e-06	-3.19975837937242e-06	0.000150805953561381	-6.60688531073640e-11	-3.59742055917371e-10	7.89488992869898e-11	-1.81006948782472e-10	1.33585066887919e-10	-4.42477397884170e-10	-8.59960197247376e-10	-1.30975770823422e-10	1.58135772497175e-10	1.48145069342317e-10	6.25513287116259e-11	-1.47959544423944e-08	7.94621184654603e-07	6.02203659728923e-13
-1.45560240477772e-05	4.65665906804870e-05	2.99100185798407e-05	-1.57265005051159e-05	-1.92471942178356e-05	6.43615266081630e-06	-2.63682463144486e-05	8.42721388028324e-06	3.91571675889497e-06	-5.93004668710146e-06	2.58513082545908e-05	-0.000269538293737178	6.29951247647506e-11	9.08409142941333e-10	-2.67526965479614e-10	3.35488069346770e-10	-9.43580561231607e-11	6.11547457814345e-10	1.53856325685078e-09	3.52279279375754e-10	-2.60875026835199e-10	-2.64782372960551e-10	-8.26216698417171e-12	2.64450721128998e-08	-1.42024081824932e-06	-1.07600716484143e-12
-1.57410240152254e-06	-6.89908309984781e-06	5.67526608858876e-05	5.04091314495144e-06	-1.24530515635759e-05	-5.29417474636751e-05	-1.26049820456131e-05	-3.86226731718043e-06	-3.36633429733870e-06	9.43859895756923e-06	-1.36748542943391e-06	-0.000334132782661580	1.48631346785788e-10	9.56919232913213e-10	-2.60916675559219e-10	3.86385368652871e-10	-9.15259380275266e-11	5.98686201406149e-10	1.88473634358963e-09	3.80654774495329e-10	-4.33526014121753e-10	-3.28237127256847e-10	-1.52212721007411e-10	3.27826195330806e-08	-1.76060036223148e-06	-1.33166414318865e-12
-4.89143930317767e-08	1.65834551476008e-06	-4.10981699955082e-07	8.72666597085652e-07	2.74293455857742e-07	1.89438600083505e-06	5.43243960627980e-06	2.52593722019071e-06	6.18114879552972e-06	-3.76342593209392e-05	5.93086023982656e-06	-2.81144470256476e-14	8.37502131072902e-17	1.54311231189705e-16	-8.52367416924300e-18	9.17330035729094e-17	1.28853488762481e-16	1.26575545428758e-16	2.96698844039853e-16	8.19451120103746e-17	6.08785897336692e-18	-1.99999985446923e-10	6.80215566961223e-17	4.20703434440455e-15	-7.55884780144387e-14	-8.52713587001818e-15
2.02685432893871e-06	4.57495333849787e-05	-5.23569355576589e-06	-2.72136021665660e-06	-3.32661992556028e-05	6.50826234376368e-06	6.49495757985544e-05	5.34502679774637e-06	-6.80749164083284e-06	-1.56463673879938e-05	-6.02124740902292e-06	0.00108702841319374	-3.21214364857564e-10	-3.04847545645105e-09	1.30482383776966e-09	-1.28392456836446e-09	2.19645783455526e-10	-2.37389567922794e-09	-6.17897617538480e-09	-1.28563544096477e-09	1.24148141622870e-09	1.06784810479161e-09	4.36715410834350e-10	-1.06651121675879e-07	5.72773040279351e-06	4.34408763844954e-12
-3.91677359914974e-06	3.06021118991689e-05	5.93689364052049e-06	-3.54807582760215e-05	2.86319594652173e-06	1.04808355939420e-05	-2.88478302062473e-05	-1.50997513927802e-05	9.76227720408515e-06	1.33000213345296e-05	-2.02621701084040e-05	-0.000456006488774917	1.50371032368948e-10	1.38005024867176e-09	-5.42549726983410e-10	3.91155485800368e-10	-1.30699242732630e-10	1.02112780958161e-09	2.54128774125089e-09	5.09274501007056e-10	-5.20024849575811e-10	-4.47960389655441e-10	-2.78997895410582e-10	4.47399645270252e-08	-2.40277295799065e-06	-1.82455501774509e-12
2.32346799052110e-05	-1.52075803193905e-05	-1.07709749131165e-05	-1.16073437673407e-05	6.79696696708269e-06	6.03630161317449e-06	-1.85672304200813e-05	1.67833718018633e-05	-1.09441579261396e-05	3.56335797562694e-06	7.74218010941883e-06	-0.000448823627674624	3.16983657523171e-10	1.28805655281971e-09	-5.53941777834205e-10	4.85226862499619e-10	-1.12765938979323e-10	1.00366536364472e-09	2.61297247993710e-09	5.88532713378084e-10	-5.45704368062558e-10	-4.40904202982118e-10	-1.59210131997180e-10	4.40352107766582e-08	-2.36492440576009e-06	-1.79637198317811e-12
-8.48012798181673e-06	2.47470794924454e-05	1.01237769135463e-06	-5.83372759199747e-06	3.10665622909317e-05	2.60025744731629e-05	5.13232864670066e-05	-1.79849438805468e-05	-1.54252079855798e-05	-1.96821394127700e-06	-5.41338253129085e-06	0.000291101933880314	-1.26992477887618e-10	-7.90818234005132e-10	3.85202459581179e-10	-3.34668794850573e-10	1.77131956851162e-10	-5.70418366851919e-10	-1.57028391496028e-09	-4.12978913743395e-10	2.37251435785357e-10	2.85965609509279e-10	1.17511822652300e-10	-2.85607533404404e-08	1.53386378240846e-06	1.15979358291468e-12
8.29398368030705e-06	-1.68815173401742e-05	-6.02243016847386e-06	-1.02307959285293e-05	1.33030148427159e-05	-1.18057526568514e-05	-5.33229185619843e-06	-3.96324526374728e-05	2.55243685545910e-05	-1.84233361240576e-06	2.56275626459034e-05	-0.000203033281998844	1.09515215843473e-10	5.43446181134574e-10	-2.42673605795756e-10	1.51732421199769e-10	-2.83854373055907e-12	4.15009063816465e-10	1.12504035502219e-09	1.34130904363840e-10	-1.67886078123504e-10	-1.99450790812567e-10	2.83051576890175e-11	1.99201229872273e-08	-1.06981605190713e-06	-7.99075591860229e-13
